cid,account,action,Full name,Shortened name,status,num,type,sent_by,areacode,campaignId,live_time,test_time,update_time,sent_time,reply_time,proxy,phone,tcr_cid,live,tested,updated,lastmsg,lastreply,percent,target,sent,sent_percent,segments_sent,delivered,delivered_percent,received,dnd,bad,spam,landline,err,skipped,replies,responses,autoresponses,received_percent,received_target_percent,dnd_percent,dnd_target_percent,bad_percent,bad_target_percent,spam_percent,spam_target_percent,landline_percent,landline_target_percent,err_percent,err_target_percent,skipped_percent,skipped_target_percent,replies_percent,replies_target_percent
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,34,62778_EmpowerSaves_OH_Text33_SummerCrisisProgram_OHCAC,Text33_SummerCrisisProgram_OHCAC,Archived,34,SMS,outsourced,614,COP90PK,2025-07-24 19:45:00 GMT-0000,2025-07-23 15:50:32 GMT-0000,2025-07-27 00:00:00 GMT-0000,2025-07-24 20:11:30 GMT-0000,2025-07-28 15:14:30 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-07-24 19:45:00 GMT-0000,2025-07-23 15:50:32 GMT-0000,2025-07-27 00:00:00 GMT-0000,2025-07-24 20:11:30 GMT-0000,2025-07-28 15:14:30 GMT-0000,98,899,916,102,7353,899,98,14,9,4,0,0,17,0,5,0,9,2,2,1,1,0,0,0,0,0,0,2,2,0,0,1,1
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,35,62779_EmpowerSaves_OH_Text34_SummerCrisisProgram_MVCAP,Text34_SummerCrisisProgram_MVCAP,Archived,35,SMS,outsourced,614,COP90PK,2025-07-24 19:45:00 GMT-0000,2025-07-23 15:53:32 GMT-0000,2025-07-27 00:00:00 GMT-0000,2025-07-24 20:13:59 GMT-0000,2025-08-08 13:29:03 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-07-24 19:45:00 GMT-0000,2025-07-23 15:53:32 GMT-0000,2025-07-27 00:00:00 GMT-0000,2025-07-24 20:13:59 GMT-0000,2025-08-08 13:29:03 GMT-0000,99,824,830,101,6668,821,99,17,12,2,0,0,9,0,5,0,12,2,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,39,62942_EmpowerSaves_OH_Text35_Energy_Assistance_MVCAP,Text35_Energy_Assistance_MVCAP,Archived,39,SMS,outsourced,614,COP90PK,2025-08-08 19:45:01 GMT-0000,2025-08-06 20:48:31 GMT-0000,2025-08-11 00:00:01 GMT-0000,2025-08-08 20:55:50 GMT-0000,2025-08-08 22:23:25 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-08 19:45:01 GMT-0000,2025-08-06 20:48:31 GMT-0000,2025-08-11 00:00:01 GMT-0000,2025-08-08 20:55:50 GMT-0000,2025-08-08 22:23:25 GMT-0000,92,816,814,100,3269,748,92,9,5,4,52,0,66,0,4,0,5,1,1,1,1,0,0,6,6,0,0,8,8,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,37,62943_EmpowerSaves_OH_Text36_Energy_Assistance_IMPACT,Text36_Energy_Assistance_IMPACT,Archived,37,SMS,outsourced,614,COP90PK,2025-08-08 19:45:01 GMT-0000,2025-08-06 20:43:16 GMT-0000,2025-08-11 00:00:01 GMT-0000,2025-08-08 20:55:42 GMT-0000,2025-08-08 23:25:35 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-08 19:45:01 GMT-0000,2025-08-06 20:43:16 GMT-0000,2025-08-11 00:00:01 GMT-0000,2025-08-08 20:55:42 GMT-0000,2025-08-08 23:25:35 GMT-0000,92,820,819,100,3289,752,92,2,1,4,21,0,67,0,1,0,1,0,0,0,0,0,0,3,3,0,0,8,8,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,38,62944_EmpowerSaves_OH_Text37_Energy_Assistance_COAD,Text37_Energy_Assistance_COAD,Archived,38,SMS,outsourced,614,COP90PK,2025-08-08 19:45:01 GMT-0000,2025-08-06 20:45:53 GMT-0000,2025-08-11 00:00:01 GMT-0000,2025-08-08 20:55:47 GMT-0000,2025-08-11 12:25:22 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-08 19:45:01 GMT-0000,2025-08-06 20:45:53 GMT-0000,2025-08-11 00:00:01 GMT-0000,2025-08-08 20:55:47 GMT-0000,2025-08-11 12:25:22 GMT-0000,87,941,941,100,3782,814,87,14,10,9,99,0,127,0,4,0,10,1,1,1,1,1,1,11,11,0,0,13,13,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,36,62945_EmpowerSaves_OH_Text38_Energy_Assistance_OHCAC,Text38_Energy_Assistance_OHCAC,Archived,36,SMS,outsourced,614,COP90PK,2025-08-08 19:45:01 GMT-0000,2025-08-06 20:46:42 GMT-0000,2025-08-16 00:00:00 GMT-0000,2025-08-08 20:40:54 GMT-0000,2025-08-09 04:26:37 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-08 19:45:01 GMT-0000,2025-08-06 20:46:42 GMT-0000,2025-08-16 00:00:00 GMT-0000,2025-08-08 20:40:54 GMT-0000,2025-08-09 04:26:37 GMT-0000,93,894,894,100,3589,829,93,6,5,7,46,0,65,0,1,0,5,1,1,1,1,1,1,5,5,0,0,7,7,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,41,63986_EmpowerSaves_OH_Text39_Monthly_Savings_OHCAC,Text39_Monthly_Savings_OHCAC,Archived,41,SMS,outsourced,614,COP90PK,2025-08-14 19:45:00 GMT-0000,2025-08-13 13:49:57 GMT-0000,2025-08-17 00:00:01 GMT-0000,2025-08-14 20:08:30 GMT-0000,2025-08-15 08:12:05 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-14 19:45:00 GMT-0000,2025-08-13 13:49:57 GMT-0000,2025-08-17 00:00:01 GMT-0000,2025-08-14 20:08:30 GMT-0000,2025-08-15 08:12:05 GMT-0000,97,1335,989,74,4966,962,97,12,11,12,0,0,27,0,1,0,11,1,1,1,1,1,1,0,0,0,0,3,2,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,43,63987_EmpowerSaves_OH_Text40_Monthly_Savings_COAD,Text40_Monthly_Savings_COAD,Archived,43,SMS,outsourced,614,COP90PK,2025-08-14 19:45:00 GMT-0000,2025-08-13 13:57:59 GMT-0000,2025-08-17 00:00:01 GMT-0000,2025-08-14 20:17:06 GMT-0000,2025-08-14 21:01:28 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-14 19:45:00 GMT-0000,2025-08-13 13:57:59 GMT-0000,2025-08-17 00:00:01 GMT-0000,2025-08-14 20:17:06 GMT-0000,2025-08-14 21:01:28 GMT-0000,97,1276,920,72,4613,897,97,3,3,6,0,0,23,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,42,63988_EmpowerSaves_OH_Text41_Monthly_Savings_IMPACT,Text41_Monthly_Savings_IMPACT,Archived,42,SMS,outsourced,614,COP90PK,2025-08-14 19:45:00 GMT-0000,2025-08-13 13:57:14 GMT-0000,2025-08-17 00:00:01 GMT-0000,2025-08-14 20:12:43 GMT-0000,2025-08-15 12:16:57 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-14 19:45:00 GMT-0000,2025-08-13 13:57:14 GMT-0000,2025-08-17 00:00:01 GMT-0000,2025-08-14 20:12:43 GMT-0000,2025-08-15 12:16:57 GMT-0000,94,1071,806,75,4043,758,94,3,3,3,3,0,48,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,40,63989_EmpowerSaves_OH_Text42_Monthly_Savings_MVCAP,Text42_Monthly_Savings_MVCAP,Archived,40,SMS,outsourced,614,COP90PK,2025-08-14 19:45:00 GMT-0000,2025-08-13 13:48:28 GMT-0000,2025-08-17 00:00:01 GMT-0000,2025-08-14 20:04:33 GMT-0000,2025-08-19 22:56:34 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-14 19:45:00 GMT-0000,2025-08-13 13:48:28 GMT-0000,2025-08-17 00:00:01 GMT-0000,2025-08-14 20:04:33 GMT-0000,2025-08-19 22:56:34 GMT-0000,99,1105,806,73,4042,798,99,3,2,0,0,0,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,44,64026_EmpowerSaves_OH_Text43_Act_Today_MVCAP_Morning,Text43_Act_Today_MVCAP_Morning,Archived,44,SMS,outsourced,614,COP90PK,2025-08-20 11:45:00 GMT-0000,2025-08-18 20:48:44 GMT-0000,2025-08-22 14:00:00 GMT-0000,2025-08-20 18:06:46 GMT-0000,2025-08-21 23:01:20 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-20 11:45:00 GMT-0000,2025-08-18 20:48:44 GMT-0000,2025-08-22 14:00:00 GMT-0000,2025-08-20 18:06:46 GMT-0000,2025-08-21 23:01:20 GMT-0000,99,552,403,73,1632,398,99,4,4,0,0,0,5,0,0,0,4,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,45,64028_EmpowerSaves_OH_Text44_Act_Today_COAD_Morning,Text44_Act_Today_COAD_Morning,Archived,45,SMS,outsourced,614,COP90PK,2025-08-20 11:45:00 GMT-0000,2025-08-18 20:55:05 GMT-0000,2025-08-22 14:00:00 GMT-0000,2025-08-20 13:42:46 GMT-0000,2025-08-20 13:44:00 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-20 11:45:00 GMT-0000,2025-08-18 20:55:05 GMT-0000,2025-08-22 14:00:00 GMT-0000,2025-08-20 13:42:46 GMT-0000,2025-08-20 13:44:00 GMT-0000,97,452,452,100,1825,438,97,2,1,2,0,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,47,64029_EmpowerSaves_OH_Text45_Act_Today_IMPACT_Morning,Text45_Act_Today_IMPACT_Morning,Archived,47,SMS,outsourced,614,COP90PK,2025-08-20 11:45:00 GMT-0000,2025-08-18 21:01:31 GMT-0000,2025-08-22 14:00:00 GMT-0000,2025-08-20 13:47:49 GMT-0000,2025-08-21 01:44:40 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-20 11:45:00 GMT-0000,2025-08-18 21:01:31 GMT-0000,2025-08-22 14:00:00 GMT-0000,2025-08-20 13:47:49 GMT-0000,2025-08-21 01:44:40 GMT-0000,96,391,391,100,1582,375,96,3,2,1,0,0,16,0,1,0,2,1,1,1,1,0,0,0,0,0,0,4,4,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,46,64030_EmpowerSaves_OH_Text46_Act_Today_OHCAC_Morning,Text46_Act_Today_OHCAC_Morning,Archived,46,SMS,outsourced,614,COP90PK,2025-08-20 11:45:00 GMT-0000,2025-08-18 21:02:29 GMT-0000,2025-08-22 14:00:00 GMT-0000,2025-08-20 13:45:27 GMT-0000,2025-08-20 18:36:18 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-20 11:45:00 GMT-0000,2025-08-18 21:02:29 GMT-0000,2025-08-22 14:00:00 GMT-0000,2025-08-20 13:45:27 GMT-0000,2025-08-20 18:36:18 GMT-0000,98,668,488,73,1979,480,98,5,3,1,0,0,8,0,2,0,3,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,48,64037_EmpowerSaves_OH_Text47_Act_Today_MVCAP_Evening,Text47_Act_Today_MVCAP_Evening,Archived,48,SMS,outsourced,614,COP90PK,2025-08-20 20:45:00 GMT-0000,2025-08-19 13:38:02 GMT-0000,2025-08-22 23:00:00 GMT-0000,2025-08-20 21:04:19 GMT-0000,2025-08-21 18:34:10 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-20 20:45:00 GMT-0000,2025-08-19 13:38:02 GMT-0000,2025-08-22 23:00:00 GMT-0000,2025-08-20 21:04:19 GMT-0000,2025-08-21 18:34:10 GMT-0000,99,397,397,100,1599,393,99,3,3,1,0,0,4,0,0,0,3,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,51,64038_EmpowerSaves_OH_Text48_Act_Today_COAD_Evening,Text48_Act_Today_COAD_Evening,Archived,51,SMS,outsourced,614,COP90PK,2025-08-20 20:45:00 GMT-0000,2025-08-19 13:49:57 GMT-0000,2025-08-22 23:00:00 GMT-0000,2025-08-20 21:07:24 GMT-0000,2025-08-21 16:49:50 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-20 20:45:00 GMT-0000,2025-08-19 13:49:57 GMT-0000,2025-08-22 23:00:00 GMT-0000,2025-08-20 21:07:24 GMT-0000,2025-08-21 16:49:50 GMT-0000,99,639,459,72,1850,454,99,6,6,1,0,0,5,0,0,0,6,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,50,64039_EmpowerSaves_OH_Text49_Act_Today_IMPACT_Evening,Text49_Act_Today_IMPACT_Evening,Archived,50,SMS,outsourced,614,COP90PK,2025-08-20 20:45:00 GMT-0000,2025-08-19 13:46:02 GMT-0000,2025-08-22 23:00:00 GMT-0000,2025-08-20 21:05:52 GMT-0000,2025-08-25 08:07:13 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-20 20:45:00 GMT-0000,2025-08-19 13:46:02 GMT-0000,2025-08-22 23:00:00 GMT-0000,2025-08-20 21:05:52 GMT-0000,2025-08-25 08:07:13 GMT-0000,93,536,409,76,1649,379,93,8,5,1,3,0,30,0,3,0,5,2,1,1,1,0,0,1,1,0,0,7,6,0,0,1,1
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,49,64040_EmpowerSaves_OH_Text50_Act_Today_OHCAC_Evening,Text50_Act_Today_OHCAC_Evening,Archived,49,SMS,outsourced,614,COP90PK,2025-08-20 20:45:00 GMT-0000,2025-08-19 13:42:22 GMT-0000,2025-08-22 23:00:00 GMT-0000,2025-08-20 21:04:33 GMT-0000,2025-08-21 19:09:24 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-20 20:45:00 GMT-0000,2025-08-19 13:42:22 GMT-0000,2025-08-22 23:00:00 GMT-0000,2025-08-20 21:04:33 GMT-0000,2025-08-21 19:09:24 GMT-0000,98,474,479,101,1928,470,98,6,4,1,0,0,9,0,2,0,4,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,52,64098_EmpowerSaves_OH_Text51_Fight_Costs_OHCAC_Wednesday,Text51_Fight_Costs_OHCAC_Wednesday,Archived,52,SMS,outsourced,614,COP90PK,2025-08-27 21:45:00 GMT-0000,2025-08-26 14:55:25 GMT-0000,2025-08-30 00:00:01 GMT-0000,2025-08-27 22:02:08 GMT-0000,2025-08-27 22:03:13 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-27 21:45:00 GMT-0000,2025-08-26 14:55:25 GMT-0000,2025-08-30 00:00:01 GMT-0000,2025-08-27 22:02:08 GMT-0000,2025-08-27 22:03:13 GMT-0000,93,456,457,100,923,425,93,3,1,0,24,0,32,0,2,0,1,1,1,0,0,0,0,5,5,0,0,7,7,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,53,64100_EmpowerSaves_OH_Text52_Fight_Costs_OHCAC_Friday,Text52_Fight_Costs_OHCAC_Friday,Archived,53,SMS,outsourced,614,COP90PK,2025-08-29 19:45:00 GMT-0000,2025-08-26 14:59:55 GMT-0000,2025-08-31 22:00:00 GMT-0000,2025-08-29 20:56:38 GMT-0000,2025-09-01 15:23:34 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-29 19:45:00 GMT-0000,2025-08-26 14:59:55 GMT-0000,2025-08-31 22:00:00 GMT-0000,2025-08-29 20:56:38 GMT-0000,2025-09-01 15:23:34 GMT-0000,97,665,498,75,1006,481,97,6,6,0,11,0,17,0,0,0,6,1,1,1,1,0,0,2,2,0,0,3,3,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,57,64101_EmpowerSaves_OH_Text53_Fight_Costs_COAD_Wednesday,Text53_Fight_Costs_COAD_Wednesday,Archived,57,SMS,outsourced,614,COP90PK,2025-08-27 21:45:00 GMT-0000,2025-08-26 15:14:07 GMT-0000,2025-08-30 00:00:01 GMT-0000,2025-08-27 22:27:28 GMT-0000,2025-08-27 23:37:29 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-27 21:45:00 GMT-0000,2025-08-26 15:14:07 GMT-0000,2025-08-30 00:00:01 GMT-0000,2025-08-27 22:27:28 GMT-0000,2025-08-27 23:37:29 GMT-0000,88,637,451,71,908,395,88,1,0,4,48,0,56,0,1,0,0,0,0,0,0,1,1,11,8,0,0,12,9,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,54,64102_EmpowerSaves_OH_Text54_Fight_Costs_COAD_Friday,Text54_Fight_Costs_COAD_Friday,Archived,54,SMS,outsourced,614,COP90PK,2025-08-29 19:45:00 GMT-0000,2025-08-26 15:04:01 GMT-0000,2025-08-31 22:00:00 GMT-0000,2025-08-29 20:58:02 GMT-0000,2025-08-29 22:39:47 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-29 19:45:00 GMT-0000,2025-08-26 15:04:01 GMT-0000,2025-08-31 22:00:00 GMT-0000,2025-08-29 20:58:02 GMT-0000,2025-08-29 22:39:47 GMT-0000,90,636,450,71,908,405,90,4,4,2,31,0,45,0,0,0,4,1,1,1,1,0,0,7,5,0,0,10,7,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,59,64103_EmpowerSaves_OH_Text55_Fight_Costs_IMPACT_Wednesday,Text55_Fight_Costs_IMPACT_Wednesday,Archived,59,SMS,outsourced,614,COP90PK,2025-08-27 21:45:00 GMT-0000,2025-08-26 15:22:10 GMT-0000,2025-08-30 00:00:01 GMT-0000,2025-08-27 22:28:31 GMT-0000,2025-08-28 03:04:46 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-27 21:45:00 GMT-0000,2025-08-26 15:22:10 GMT-0000,2025-08-30 00:00:01 GMT-0000,2025-08-27 22:28:31 GMT-0000,2025-08-28 03:04:46 GMT-0000,96,533,389,73,789,373,96,6,5,2,0,0,16,0,1,0,5,2,1,1,1,1,0,0,0,0,0,4,3,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,55,64104_EmpowerSaves_OH_Text56_Fight_Costs_IMPACT_Friday,Text56_Fight_Costs_IMPACT_Friday,Archived,55,SMS,outsourced,614,COP90PK,2025-08-27 21:45:00 GMT-0000,2025-08-26 15:07:17 GMT-0000,2025-08-30 00:00:01 GMT-0000,2025-08-27 22:03:50 GMT-0000,2025-09-02 20:35:17 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-27 21:45:00 GMT-0000,2025-08-26 15:07:17 GMT-0000,2025-08-30 00:00:01 GMT-0000,2025-08-27 22:03:50 GMT-0000,2025-09-02 20:35:17 GMT-0000,88,532,400,75,806,353,88,2,2,2,20,0,47,0,0,0,2,1,0,1,0,1,0,5,4,0,0,12,9,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,56,64105_EmpowerSaves_OH_Text57_Fight_Costs_MVCAP_Wednesday,Text57_Fight_Costs_MVCAP_Wednesday,Archived,56,SMS,outsourced,614,COP90PK,2025-08-27 21:45:00 GMT-0000,2025-08-26 15:10:39 GMT-0000,2025-08-30 00:00:01 GMT-0000,2025-08-27 22:04:53 GMT-0000,2025-08-27 23:26:12 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-27 21:45:00 GMT-0000,2025-08-26 15:10:39 GMT-0000,2025-08-30 00:00:01 GMT-0000,2025-08-27 22:04:53 GMT-0000,2025-08-27 23:26:12 GMT-0000,92,552,392,71,790,361,92,3,2,1,27,0,31,0,1,0,2,1,1,1,0,0,0,7,5,0,0,8,6,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,58,64106_EmpowerSaves_OH_Text58_Fight_Costs_MVCAP_Friday,Text58_Fight_Costs_MVCAP_Friday,Archived,58,SMS,outsourced,614,COP90PK,2025-08-29 19:45:00 GMT-0000,2025-08-26 19:14:05 GMT-0000,2025-08-31 22:00:00 GMT-0000,2025-08-29 20:59:28 GMT-0000,2025-08-29 20:59:04 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-08-29 19:45:00 GMT-0000,2025-08-26 19:14:05 GMT-0000,2025-08-31 22:00:00 GMT-0000,2025-08-29 20:59:28 GMT-0000,2025-08-29 20:59:04 GMT-0000,98,551,398,72,800,392,98,1,0,2,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,60,64297_EmpowerSaves_OH_Text59_Yearly_Savings_IMPACT,Text59_Yearly_Savings_IMPACT,Archived,60,SMS,outsourced,614,COP90PK,2025-09-10 20:45:00 GMT-0000,2025-09-09 17:20:50 GMT-0000,2025-09-13 01:00:00 GMT-0000,2025-09-10 21:11:06 GMT-0000,2025-09-11 03:10:41 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-10 20:45:00 GMT-0000,2025-09-09 17:20:50 GMT-0000,2025-09-13 01:00:00 GMT-0000,2025-09-10 21:11:06 GMT-0000,2025-09-11 03:10:41 GMT-0000,94,767,767,100,4627,723,94,4,1,4,3,0,44,0,3,0,1,1,1,0,0,1,1,0,0,0,0,6,6,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,61,64298_EmpowerSaves_OH_Text60_Yearly_Savings_OHCAC,Text60_Yearly_Savings_OHCAC,Archived,61,SMS,outsourced,614,COP90PK,2025-09-10 20:45:00 GMT-0000,2025-09-09 17:28:10 GMT-0000,2025-09-13 01:00:00 GMT-0000,2025-09-10 21:16:23 GMT-0000,2025-09-25 14:53:11 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-10 20:45:00 GMT-0000,2025-09-09 17:28:10 GMT-0000,2025-09-13 01:00:00 GMT-0000,2025-09-10 21:16:23 GMT-0000,2025-09-25 14:53:11 GMT-0000,98,1311,933,71,5621,918,98,5,5,3,0,0,15,0,0,0,5,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,62,64299_EmpowerSaves_OH_Text61_Yearly_Savings_MVCAP,Text61_Yearly_Savings_MVCAP,Archived,62,SMS,outsourced,614,COP90PK,2025-09-10 20:45:00 GMT-0000,2025-09-09 17:41:45 GMT-0000,2025-09-13 01:00:00 GMT-0000,2025-09-10 21:22:39 GMT-0000,2025-09-11 17:13:13 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-10 20:45:00 GMT-0000,2025-09-09 17:41:45 GMT-0000,2025-09-13 01:00:00 GMT-0000,2025-09-10 21:22:39 GMT-0000,2025-09-11 17:13:13 GMT-0000,99,767,774,101,4665,765,99,9,9,2,0,0,9,0,0,0,9,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,63,64300_EmpowerSaves_OH_Text62_Yearly_Savings_COAD,Text62_Yearly_Savings_COAD,Archived,63,SMS,outsourced,614,COP90PK,2025-09-10 20:45:00 GMT-0000,2025-09-09 17:47:04 GMT-0000,2025-09-13 01:00:00 GMT-0000,2025-09-10 21:25:48 GMT-0000,2025-09-11 01:23:00 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-10 20:45:00 GMT-0000,2025-09-09 17:47:04 GMT-0000,2025-09-13 01:00:00 GMT-0000,2025-09-10 21:25:48 GMT-0000,2025-09-11 01:23:00 GMT-0000,98,1258,878,70,5293,857,98,7,7,4,0,0,21,0,0,0,7,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,64,64484_EmpowerSaves_OH_Text63_Time_Running_Out_IMPACT_morning,Text63_Time_Running_Out_IMPACT_morning,Archived,64,SMS,outsourced,614,COP90PK,2025-09-26 11:45:01 GMT-0000,2025-09-23 17:17:36 GMT-0000,2025-09-28 13:00:00 GMT-0000,2025-09-26 15:00:57 GMT-0000,2025-09-27 11:47:00 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-26 11:45:01 GMT-0000,2025-09-23 17:17:36 GMT-0000,2025-09-28 13:00:00 GMT-0000,2025-09-26 15:00:57 GMT-0000,2025-09-27 11:47:00 GMT-0000,93,385,386,100,1940,360,93,2,0,1,2,0,26,0,2,0,0,1,1,0,0,0,0,1,1,0,0,7,7,0,0,1,1
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,65,64485_EmpowerSaves_OH_Text64_Time_Running_Out_IMPACT_Evening,Text64_Time_Running_Out_IMPACT_Evening,Archived,65,SMS,outsourced,614,COP90PK,2025-09-26 21:45:00 GMT-0000,2025-09-23 17:27:22 GMT-0000,2025-09-29 00:00:00 GMT-0000,2025-09-26 22:04:26 GMT-0000,2025-09-27 01:29:40 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-26 21:45:00 GMT-0000,2025-09-23 17:27:22 GMT-0000,2025-09-29 00:00:00 GMT-0000,2025-09-26 22:04:26 GMT-0000,2025-09-27 01:29:40 GMT-0000,96,524,375,72,1898,361,96,4,3,1,0,0,14,0,1,0,3,1,1,1,1,0,0,0,0,0,0,4,3,0,0,0,0
